"code_video","likecount","viewcount","channelsubscribercount","channelvideocount","commentcount","dislikecount"
"jVO0znqL144",17.6206185567010309,1066.3237113402061856,499001.593814432990,58405.954639175258,7.1298969072164948,1.9381443298969072
"Hn3ZIDr64xc",111.8065326633165829,1860.3919597989949749,144224.494974874372,28191.701005025126,103.6582914572864322,20.2160804020100503
"GfBpgEWA2Qc",99.8333333333333333,4322.5000000000000000,1347375.000000000000,5850.0000000000000000,316.0000000000000000,306.1666666666666667
"WB8BIJEO-3w",2.0000000000000000,557.0000000000000000,149346.833333333333,28559.000000000000,7.0000000000000000,2.0000000000000000
"T-T60ZSlbrA",3999.8211678832116788,174227.489051094891,3518962.503649635036,31331.843065693431,841.0218978102189781,201.2116788321167883
"XRSjPV2BCO0",190.8085106382978723,5837.2553191489361702,778880.854103343465,43760.136778115502,118.1246200607902736,11.9270516717325228
"FBMqk6qIvYA",333.0354906054279749,8150.6471816283924843,786520.073068893528,43994.530271398747,196.6242171189979123,11.9081419624217119
"dlqRzl3165o",66.4336734693877551,2044.0357142857142857,495341.239795918367,58343.045918367347,15.0000000000000000,7.0000000000000000
"Jh9NfiGcWMg",17.0000000000000000,1316.3418367346938776,747726.448979591837,112900.056122448980,0E-20,42.0000000000000000
"oxn2wb5KTBQ",2637.3451882845188285,80135.336820083682,3537411.305439330544,31429.054393305439,1310.6380753138075314,212.3974895397489540
"JMybkY6xF8s",15.5748031496062992,1192.3444881889763780,753582.092519685039,113136.679133858268,0E-20,0E-20
"mOkmjPCP0ys",11.9096774193548387,377.2451612903225806,143753.354838709677,28155.468817204301,4.0000000000000000,2.0000000000000000
"25s8rg2dC8E",18.4045801526717557,2004.4223918575063613,750803.129770992366,113058.966921119593,0E-20,4.0000000000000000
"YckPaVGjABk",28.0000000000000000,846.2487684729064039,143174.911330049261,28107.290640394089,19.8719211822660099,5.6354679802955665
"PVMnTtAfWj0",785.9847715736040609,58621.411167512690,2529142.558375634518,138989.203045685279,576.8730964467005076,134.0558375634517766
"lnlobgGMFpE",5.0000000000000000,141.2253086419753086,141114.268518518519,27953.188271604938,0E-20,0E-20
"3wPAj0hXivs",42.8843373493975904,7434.5084337349397590,782716.636144578313,43875.985542168675,57.1084337349397590,19.0000000000000000
"mWzMV5UaEis",37.0000000000000000,2120.0000000000000000,804382.000000000000,44436.333333333333,8.0000000000000000,11.0000000000000000
"6poajMqhPrc",21.0000000000000000,1192.1105651105651106,787293.685503685504,44018.604422604423,4.9950859950859951,2.0000000000000000
"R6JalEMHQRY",36.7317708333333333,2485.1692708333333333,506073.359375000000,58524.138020833333,23.8593750000000000,2.9010416666666667
"xiv4hxjCoj8",92.3548387096774194,12472.501466275660,145919.299120234604,28319.545454545455,117.6070381231671554,32.0938416422287390
"Ecs7N_aXlbE",20.9631147540983607,1458.5020491803278689,676741.504098360656,8907.9733606557377049,11.3381147540983607,7.9016393442622951
"R-BvDfvvQZc",37.9574468085106383,2648.5425531914893617,755188.968085106383,113184.297872340426,0E-20,5.0212765957446809
"6Ka56tB92lU",5954.5000000000000000,110825.500000000000,3557189.000000000000,31501.000000000000,1795.0000000000000000,152.0000000000000000
"zoln86l5YUQ",52.0000000000000000,1757.0000000000000000,804382.000000000000,44436.333333333333,40.0000000000000000,7.0000000000000000
"6fqnZd1X_gY",10.9055555555555556,477.5638888888888889,145862.252777777778,28316.713888888889,7.0000000000000000,2.7916666666666667
"QRitxebgPFM",77.5000000000000000,7532.1666666666666667,2628767.000000000000,139174.166666666667,305.5000000000000000,47.1666666666666667
"PidRtIWDnyw",161.8333333333333333,11561.1666666666666667,149346.833333333333,28559.000000000000,297.5000000000000000,44.0000000000000000
"mTYYfiAJqjk",1212.8081023454157783,24262.245202558635,787454.191897654584,44028.991471215352,400.9402985074626866,26.8571428571428571
"pnVb7Q-fIK8",2737.9021739130434783,102490.597826086957,3540275.394927536232,31442.376811594203,1523.7971014492753623,221.3079710144927536
"bJm0melmdvk",22.0996441281138790,395.3380782918149466,146094.683274021352,28324.836298932384,7.0533807829181495,0.05693950177935943060
"T_UN0WoZN6w",48.4285714285714286,3622.8507936507936508,778840.590476190476,43759.155555555556,40.7746031746031746,9.7841269841269841
"ftvE3qd1tw8",45.0000000000000000,4249.4873096446700508,3025276.796954314721,40625.634517766497,27.1878172588832487,11.0000000000000000
"wlrzJ3LKuFM",33.6666666666666667,1495.8333333333333333,147718.388888888889,28430.777777777778,31.5555555555555556,4.3888888888888889
"KFY3Rnww6-Y",83.8588235294117647,9040.0541176470588235,787183.094117647059,44015.597647058824,187.4917647058823529,19.9600000000000000
"2uUzNnPOfsk",15.0000000000000000,370.0000000000000000,149346.833333333333,28559.000000000000,8.3333333333333333,0.50000000000000000000
"DuL48z7smZM",9.0000000000000000,1025.7492447129909366,496226.891238670695,58362.048338368580,9.0000000000000000,6.0000000000000000
"76nG5pENy_Y",346.0050761421319797,25049.878172588832,2529142.558375634518,138989.203045685279,189.8832487309644670,51.0000000000000000
"DGKTEKAjYVk",1.00000000000000000000,148.7640449438202247,143441.995505617978,28128.737078651685,1.00000000000000000000,4.0000000000000000
"1c9XlQTYNWM",26.3702127659574468,559.1212765957446809,143006.527659574468,28093.780851063830,14.8744680851063830,0.98723404255319148936
"r2OGQix7rT4",14.9978540772532189,728.5493562231759657,751882.302575107296,113089.351931330472,0E-20,1.00000000000000000000
"BQbEkxAwgts",67.0000000000000000,4543.6000000000000000,804389.600000000000,44436.400000000000,60.0000000000000000,23.0000000000000000
"H4iCjc4rnGY",81.0000000000000000,3234.0000000000000000,804382.000000000000,44436.333333333333,84.0000000000000000,19.0000000000000000
"cBE2o2lBl3o",246.1818181818181818,7989.8121212121212121,778886.584848484848,43760.263636363636,82.4303030303030303,8.0000000000000000
"Xm7h7CmXd80",47.8024439918533605,2791.7230142566191446,3042496.403258655804,40679.653767820774,12.3930753564154786,6.7046843177189409
"i9cd6MnLy3o",43.0000000000000000,1461.5000000000000000,758735.166666666667,113316.500000000000,0E-20,6.0000000000000000
"sX4aoKr_Tt8",11.0000000000000000,843.3949275362318841,146107.528985507246,28324.923913043478,17.2065217391304348,17.6195652173913043
"BLLTgLc27sc",19.2809917355371901,1306.2589531680440771,506173.586776859504,58526.209366391185,5.0881542699724518,3.3526170798898072
"i1j3TJH61dw",61.7538461538461538,3902.5415384615384615,778917.270769230769,43761.132307692308,68.9507692307692308,11.0000000000000000
"ubaAGiBG8Q0",340.5842450765864333,6345.3107221006564551,785440.048140043764,43957.426695842451,58.1312910284463895,7.5251641137855580
"wnRKUefk_nY",175.0000000000000000,4857.3333333333333333,804382.000000000000,44436.333333333333,294.0000000000000000,10.0000000000000000
"1THwiaXZfzA",1086.6604554865424431,104969.053830227743,2549245.939958592133,138415.407867494824,897.3250517598343685,144.6625258799171843
"UZjhx39uTrM",33.0000000000000000,2102.1666666666666667,758735.166666666667,113316.500000000000,0E-20,11.0000000000000000
"KgjhWi2n1OY",238.7551020408163265,20337.824489795918,2556090.204081632653,139044.459183673469,556.9285714285714286,199.7224489795918367
"P5uA0YKMr74",45.0000000000000000,2346.3333333333333333,149346.833333333333,28559.000000000000,47.0000000000000000,5.0000000000000000
"2gr0AETWl2Q",46.0000000000000000,2254.7196261682242991,778856.510903426791,43759.485981308411,104.2118380062305296,14.6323987538940810
"wfk8ARg4Uqw",71.9882697947214076,1920.2551319648093842,784519.926686217009,43930.826979472141,199.9882697947214076,20.0000000000000000
"qHyR7w997R4",15.0000000000000000,397.0000000000000000,509526.181818181818,58595.272727272727,10.6363636363636364,2.0000000000000000
"B6_mI2fKdJg",30.0000000000000000,1327.0000000000000000,804382.000000000000,44436.333333333333,27.0000000000000000,4.0000000000000000
"xqyYj7BXsMg",13.7823343848580442,390.7728706624605678,145986.927444794953,28322.470031545741,7.0000000000000000,0E-20
"3f2hw7C3Sbo",36.2803532008830022,970.2958057395143488,750956.185430463576,113061.620309050773,0E-20,19.7593818984547461
"Ma0f5f65Tdc",54.2046511627906977,1569.1023255813953488,782066.960465116279,43856.439534883721,45.0000000000000000,9.6069767441860465
"NPxFoMrYf5I",56.0000000000000000,7249.3333333333333333,758735.166666666667,113316.500000000000,0E-20,2.0000000000000000
"G36ESjiFYu4",715.1580246913580247,82458.017283950617,2536988.829629629630,139007.572839506173,1630.2024691358024691,311.2691358024691358
"wEcnoyT6vSE",5.0000000000000000,413.4763406940063091,141125.350157728707,27953.892744479495,6.8201892744479495,5.0000000000000000
"azVtTBRtXgk",15.5480984340044743,303.6532438478747204,142610.671140939597,28070.371364653244,12.8434004474272931,9.9395973154362416
"159vBqD0iUU",15.7407407407407407,645.6252723311546841,751404.464052287582,113076.538126361656,0E-20,11.9934640522875817
"XfzalzuNwIw",12.2887029288702929,928.4811715481171548,146205.887029288703,28325.686192468619,7.8535564853556485,2.8075313807531381
"GuHduuMVMlQ",14.7674418604651163,1252.8837209302325581,3076118.837209302326,40770.767441860465,6.2558139534883721,4.3953488372093023
"YN9B-5QAHw0",128.3502202643171806,9470.6850220264317181,789464.180616740088,44114.169603524229,368.1982378854625551,67.0859030837004405
"BoB5kM0lxJY",15.0000000000000000,874.1070336391437309,748321.324159021407,112933.058103975535,0E-20,15.0000000000000000
"-wKv5vfJegk",42.0000000000000000,1310.4151515151515152,785462.300000000000,43956.139393939394,23.0000000000000000,1.00000000000000000000
"X2fIt5TwHAs",679.5199004975124378,43663.241293532338,792272.686567164179,44231.587064676617,792.4975124378109453,60.7935323383084577
"lsB-LP1JL_M",15.4949290060851927,693.7870182555780933,501656.052738336714,58439.894523326572,14.2251521298174442,1.9898580121703854
"IflFsQKUvec",16.6666666666666667,1557.6666666666666667,149346.833333333333,28559.000000000000,20.6666666666666667,5.0000000000000000
"9ohzq7jid-s",14.0000000000000000,2045.5000000000000000,513859.833333333333,58698.500000000000,9.0000000000000000,3.0000000000000000
"CdBjEI42338",25.0000000000000000,1418.0000000000000000,804382.000000000000,44436.333333333333,20.0000000000000000,10.0000000000000000
"RuItkNgQme8",16.0000000000000000,311.2082429501084599,144015.798264642082,28176.271149674620,1.6290672451193059,1.00000000000000000000
"aGz4OPYYarg",75.3333333333333333,2374.1666666666666667,513859.833333333333,58698.500000000000,35.0000000000000000,3.0000000000000000
"A0J9FLCLEDk",113.0384615384615385,3186.5000000000000000,3079266.076923076923,40777.730769230769,49.6923076923076923,5.8076923076923077
"LNM0eOhyf8E",35.3170731707317073,6919.2195121951219512,797364.268292682927,44366.780487804878,12.5609756097560976,12.8048780487804878
"_d4Q8kvYI_Y",83.0000000000000000,3581.0000000000000000,804382.000000000000,44436.333333333333,112.0000000000000000,15.0000000000000000
"9T3Gcq0ZuDI",198.7534626038781163,18497.271468144044,3062776.612188365651,40735.393351800554,157.0803324099722992,11.8614958448753463
"Q-d-JNUHvJo",8.7200000000000000,343.9800000000000000,752028.900000000000,113088.220000000000,0E-20,0E-20
"DoE1Zi10RCk",88.6628131021194605,11870.289017341040,3052921.847784200385,40706.953757225434,182.3680154142581888,103.2177263969171484
"9SbI91L3v8w",7.0000000000000000,224.0368098159509202,145953.966257668712,28321.217791411043,1.2055214723926380,4.0000000000000000
"LiuaGclq580",34.0625000000000000,599.0000000000000000,754382.767857142857,113161.583333333333,0E-20,0E-20
"YXx5ivVXkI4",63.6521739130434783,7295.9347826086956522,795346.152173913043,44319.239130434783,126.6739130434782609,40.1304347826086957
"wUZ6IvGndZk",104.3560371517027864,4117.6873065015479876,1347692.996904024768,5828.1300309597523220,178.0990712074303406,201.7430340557275542
"KpvI5_Jxb0g",74.8333333333333333,4556.8333333333333333,758735.166666666667,113316.500000000000,0E-20,7.0000000000000000
"TFNkgIQa5O4",55.0000000000000000,3084.5000000000000000,804382.000000000000,44436.333333333333,55.0000000000000000,8.0000000000000000
"YzGhAfWetWk",14.6694560669456067,837.5481171548117155,754655.418410041841,113166.447698744770,0E-20,1.00000000000000000000
"AKpQ8zl1CqE",348.6363636363636364,4455.6363636363636364,800700.090909090909,44402.454545454545,118.6363636363636364,4.1818181818181818
"U7rwnLnYNy0",43.0000000000000000,3010.0000000000000000,804382.000000000000,44436.333333333333,91.0000000000000000,5.0000000000000000
"YLsbE3U4738",794.0333333333333333,40204.484848484848,2534130.369696969697,139000.896969696970,1021.1575757575757576,298.9636363636363636
"TokrCSyh7FM",5649.5418604651162791,268496.286046511628,3538613.151162790698,31434.818604651163,2905.1232558139534884,443.6488372093023256
"iTDPDRl27bQ",12.0000000000000000,610.3042168674698795,496229.319277108434,58362.114457831325,15.2078313253012048,8.0000000000000000
"6UUCp5pnUCc",25.3156779661016949,699.1355932203389831,143888.756355932203,28166.730932203390,7.6822033898305085,0E-20
"3RfT4fsiOM0",49.9849624060150376,3447.9523809523809524,3061842.649122807018,40732.711779448622,15.9147869674185464,3.3558897243107769
"qcDBnyN54rQ",547.0413533834586466,171919.522556390977,778220.157894736842,43738.624060150376,1627.5225563909774436,871.0000000000000000
"SbaqwWgwFr4",19.0000000000000000,1945.8917910447761194,140834.440298507463,27932.235074626866,21.0000000000000000,18.0000000000000000
"3FhyfGn1e5s",16.2666666666666667,592.9419354838709677,144087.589247311828,28182.666666666667,21.3311827956989247,3.6731182795698925
"vm8atI4C9Sw",48.8770053475935829,3223.0614973262032086,785391.494652406417,43955.066844919786,53.0320855614973262,5.0000000000000000
"itsf53VCslg",15.0000000000000000,666.0000000000000000,758735.166666666667,113316.500000000000,0E-20,2.0000000000000000
"H4vFN8iqaus",24.3519061583577713,706.8504398826979472,506283.164222873900,58528.105571847507,14.0087976539589443,0E-20
"0Kuqr6L9YD4",19.4190687361419069,985.2261640798226164,782982.984478935698,43882.614190687361,29.9490022172949002,6.9889135254988914
"eKY-72q2lpU",25.0000000000000000,5390.5000000000000000,3099098.166666666667,40820.000000000000,4.0000000000000000,4.0000000000000000
"R6ejFwNsipY",31.2265306122448980,1829.2142857142857143,751604.367346938776,113082.473469387755,0E-20,6.8448979591836735
"wc8v4u_gqzU",28.9409190371991247,2235.9671772428884026,142639.218818380744,28071.636761487965,53.0000000000000000,15.9737417943107221
"XPWVpciwC5s",13.3333333333333333,195.0000000000000000,513876.333333333333,58699.000000000000,6.3333333333333333,0E-20
"-4xv2BOX9aM",7.0000000000000000,343.2449799196787149,754636.811244979920,113166.068273092369,0E-20,8.0000000000000000
"S-RvIp52Eio",29.5240963855421687,4414.8825301204819277,3028360.418674698795,40636.228915662651,22.9277108433734940,10.0030120481927711
"KjMMINsF-XQ",27.7398720682302772,336.6055437100213220,142346.746268656716,28052.417910447761,12.3944562899786780,1.00000000000000000000
"rlzTy2QSZyM",99.8091787439613527,4649.2439613526570048,142721.342995169082,28077.620772946860,99.1425120772946860,26.0169082125603865
"aiBj-wT3sXc",180.0000000000000000,12460.666666666667,149346.833333333333,28559.000000000000,125.3333333333333333,40.0000000000000000
"5BJ7SoN8PDM",24.5934959349593496,643.2337398373983740,749911.349593495935,113017.857723577236,0E-20,1.9756097560975610
"mN40EsA58d4",5.0000000000000000,138.9225092250922509,140818.195571955720,27931.191881918819,0E-20,0E-20
"QTOOU59lhLw",210.0000000000000000,23539.833333333333,513859.833333333333,58698.500000000000,162.0000000000000000,23.5000000000000000
"R0rogVJbH6Y",27.3853211009174312,689.3738532110091743,501193.071100917431,58432.935779816514,3.1834862385321101,3.9449541284403670
"bRHCBr8c0HE",489.1307692307692308,25054.903846153846,2571145.536538461538,139075.890384615385,794.3903846153846154,270.1884615384615385
"JoOc1Df_rR4",207.8465608465608466,50760.084656084656,777257.894179894180,43712.592592592593,872.7089947089947090,163.0423280423280423
"W5igtuLUaX4",9.3939393939393939,368.3939393939393939,756068.484848484848,113222.545454545455,0E-20,0.24242424242424242424
"uQhjkNtVnCc",277.3333333333333333,8652.5000000000000000,2628767.000000000000,139174.166666666667,422.5000000000000000,81.5000000000000000
"u2iu4XO9Feg",1362.4066265060240964,70943.165662650602,3519862.081325301205,31336.033132530120,611.3704819277108434,138.7409638554216867
"3qXBLL23Lt8",709.8580931263858093,17893.849223946785,784293.665188470067,43921.363636363636,289.6740576496674058,30.3059866962305987
"DRh37HoOBlo",15.0000000000000000,1139.3333333333333333,513859.833333333333,58698.500000000000,4.0000000000000000,3.0000000000000000
"hNMKifpod78",122.7868020304568528,5510.5329949238578680,140359.340101522843,27904.939086294416,49.3299492385786802,19.4822335025380711
"VL5wnlHHFjA",12.0000000000000000,279.6666666666666667,758735.166666666667,113316.500000000000,0E-20,16.0000000000000000
"bvrbXqGjbRA",31.8265306122448980,712.8571428571428571,747723.663265306122,112899.897959183673,0E-20,7.0000000000000000
"8rIoCjCC8YM",16.7216494845360825,296.8474226804123711,751385.498969072165,113075.548453608247,0E-20,1.9649484536082474
"XzzyOrNsNsM",542.4925373134328358,11051.604477611940,792272.686567164179,44231.587064676617,338.9029850746268657,32.0447761194029851
"5B_tvFNZwMc",16.7250755287009063,1381.6283987915407855,3028350.081570996979,40636.199395770393,9.0000000000000000,6.4622356495468278
"qPpF8fPNV-o",27.7166212534059946,3888.9618528610354223,3029235.043596730245,40639.504087193460,50.4713896457765668,15.8855585831062670
"t0V9BvDfbcQ",39.7382075471698113,1913.3066037735849057,143659.306603773585,28146.721698113208,58.9740566037735849,7.4858490566037736
"E_tQyMCxIn0",15.7057471264367816,362.1517241379310345,143128.749425287356,28103.032183908046,7.1563218390804598,1.9862068965517241
"maQeJoGie_4",16.0000000000000000,518.0000000000000000,758735.166666666667,113316.500000000000,0E-20,0E-20
"-FJPu20OD_U",34.0000000000000000,5425.0000000000000000,149346.833333333333,28559.000000000000,43.0000000000000000,13.0000000000000000
"Fb5zrC_tqDI",63.6204690831556503,3719.9957356076759062,781349.571428571429,43836.164179104478,43.8635394456289979,6.8144989339019190
"lYMxCoosbjs",67.7202072538860104,1667.7461139896373057,784027.326424870466,43915.650259067358,45.2305699481865285,6.0000000000000000
"Jp7VpuptLFw",144.1515151515151515,7484.5328282828282828,792241.252525252525,44229.916666666667,319.4217171717171717,71.2727272727272727
"V4xnYgLksps",84.7621359223300971,3500.0145631067961165,3066306.208737864078,40745.155339805825,70.4805825242718447,14.1019417475728155
"_0Nio230Jfs",216.1271186440677966,3605.8728813559322034,780557.197033898305,43813.466101694915,67.7987288135593220,4.0572033898305085
"GRk_nniivgE",0E-20,335.7049180327868852,786189.971896955504,43980.398126463700,0E-20,0E-20
"UhXu9UhRFw4",36.6462167689161554,3487.9836400817995910,498628.494887525562,58400.556237218814,34.7361963190184049,16.4294478527607362
"I-QgZT6Jc-w",16.0000000000000000,993.1666666666666667,513859.833333333333,58698.500000000000,7.0000000000000000,6.0000000000000000
"3XZ_aFlsfXA",30.6855895196506550,4068.3362445414847162,500048.692139737991,58419.744541484716,15.4388646288209607,5.8930131004366812
"i8EhtqGbmeE",30.1224489795918367,483.6000000000000000,751518.383673469388,113079.944897959184,0E-20,0E-20
"c57TFuMhxyA",40.4075723830734967,1652.1247216035634744,751366.991091314031,113075.465478841871,0E-20,14.0000000000000000
"q_cU5qQ1bZQ",115.2351543942992874,3159.5391923990498812,791432.486935866983,44197.401425178147,108.5439429928741093,14.6983372921615202
"ArMPFZ1RgDo",20.0000000000000000,1078.5000000000000000,804382.000000000000,44436.333333333333,9.0000000000000000,2.0000000000000000
"RJhDtkCLj4w",19.4390243902439024,788.3414634146341463,755954.878048780488,113215.804878048780,0E-20,4.5365853658536585
"DWKuNh8MF6Q",354.1666666666666667,8338.8333333333333333,804382.000000000000,44436.333333333333,210.0000000000000000,13.5000000000000000
"5Uo3lSSZvw4",164.0000000000000000,9996.5000000000000000,804382.000000000000,44436.333333333333,692.0000000000000000,88.0000000000000000
"K0399D8sYpA",9.8036529680365297,342.7100456621004566,751377.013698630137,113075.655251141553,0E-20,28.8470319634703196
"UcIFO0xjcuc",23.5032119914346895,1162.0492505353319058,750041.580299785867,113024.541755888651,0E-20,12.6274089935760171
"Vh-p14c6BEs",10.8837920489296636,297.9877675840978593,141115.617737003058,27953.128440366972,4.0000000000000000,3.0000000000000000
"9o5q7FyLAZ8",26.9598308668076110,740.4756871035940803,751460.484143763214,113078.131078224101,0E-20,10.1797040169133192
"xq5GA0cVLeE",12.6293706293706294,497.9300699300699301,750347.477855477855,113039.503496503497,0E-20,9.9254079254079254
"momXSK931jY",12.0000000000000000,657.0000000000000000,758735.166666666667,113316.500000000000,0E-20,1.00000000000000000000
"5CESjrSWVTY",59.7564766839378238,2630.8549222797927461,676186.264248704663,8903.4559585492227979,27.6528497409326425,5.0000000000000000
"2ZrHkp4m5oM",15.0000000000000000,1503.0000000000000000,758736.800000000000,113316.600000000000,0E-20,45.0000000000000000
"MfUnVFCal8E",7.0000000000000000,377.0000000000000000,149346.833333333333,28559.000000000000,13.0000000000000000,3.0000000000000000
"GrXWHOh4P_Y",33.4568245125348189,568.8913649025069638,754308.442896935933,113159.640668523677,0E-20,0E-20
"LDPqDVbUfRY",20.0000000000000000,871.8090909090909091,496229.378787878788,58362.090909090909,31.0000000000000000,27.0000000000000000
"x8CByfUoX6c",2189.0408163265306122,81344.836734693878,3517743.862244897959,31326.428571428571,932.6989795918367347,123.6071428571428571
"rZgImbFQNjI",49.2170542635658915,2442.5426356589147287,507482.651162790698,58541.782945736434,28.1085271317829457,5.3410852713178295
"s1yPA1lE_gk",9.3433476394849785,1009.8304721030042918,3037007.905579399142,40665.203862660944,5.3197424892703863,0.71459227467811158798
"yRTc0cfAYAY",251.2433537832310838,69720.496932515337,2553340.873210633947,139039.699386503067,876.4744376278118609,520.6789366053169734
"MbVTXCKCD94",128.0000000000000000,3380.6666666666666667,149346.833333333333,28559.000000000000,48.0000000000000000,1.00000000000000000000
"gFcSxrEP1kY",366.4338747099767981,46744.684454756381,2560015.793503480278,139051.464037122970,197.0185614849187935,46.8097447795823666
"VeXK8SJg5yo",360.7900000000000000,10056.647500000000,791380.815000000000,44193.757500000000,174.3350000000000000,13.8775000000000000
"LBzbclKyt9s",749.4118895966029724,89817.059447983015,2553797.740976645435,139040.658174097665,1013.6305732484076433,183.8004246284501062
"hNvxLOfZQhM",16.0000000000000000,1091.5000000000000000,149346.833333333333,28559.000000000000,10.0000000000000000,4.0000000000000000
"x4YThlo2OUY",15.7289377289377289,723.0256410256410256,748061.501831501832,112918.344322344322,0E-20,1.00000000000000000000
"pAfLMDXSivA",74.0000000000000000,2465.1666666666666667,804382.000000000000,44436.333333333333,205.3333333333333333,22.0000000000000000
"5pVT2Cfk0Ug",47.0000000000000000,3772.8333333333333333,149346.833333333333,28559.000000000000,101.0000000000000000,28.0000000000000000
"VRSMOhMVYT4",19.4903846153846154,849.1923076923076923,792917.814102564103,44256.237179487179,16.0000000000000000,8.0000000000000000
"WHs-lm_sNXE",13.0000000000000000,259.1003717472118959,140821.728624535316,27931.234200743494,2.0000000000000000,1.00000000000000000000
"0FiNTM3GCEs",10.0000000000000000,274.5180180180180180,143507.993243243243,28134.295045045045,9.6599099099099099,2.0000000000000000
"F5dD_l4Kixk",2646.9843049327354260,94248.107623318386,3521612.580717488789,31345.365470852018,876.6143497757847534,181.9282511210762332
